1,103,15
2,104,13
3,105,15
4,106,9
5,107,15
6,108,15
7,109,15
8,110,16
9,111,15
10,112,15
11,113,17
12,114,16
13,115,16
14,116,16
15,117,16
16,118,16
17,119,13
18,120,16
19,121,9
20,122,11
21,123,11
22,124,9
23,125,8
24,126,11
25,127,10
26,128,10
27,129,11
28,130,10
29,131,12
30,132,9
31,133,10
32,134,15
33,135,13
34,136,16
35,137,16
36,138,17
37,139,14
38,140,13
39,141,12
40,142,15
41,143,12
42,144,15
43,145,13
44,146,12
45,147,11
46,148,15
47,149,15
48,150,15
49,151,14
50,152,12
51,153,10
52,250,2
53,251,2
54,445,32
55,446,23
56,447,29
57,448,32
58,449,33
59,450,37
60,451,24
61,452,23
62,453,20
63,454,29
64,455,28
65,456,30
66,457,25
67,458,29
68,459,25
69,460,29
70,461,31
71,462,23
72,463,35
73,464,26
74,465,24
75,466,42
76,467,32
77,468,41
78,469,34
79,470,20
80,471,23
81,472,25
82,473,21
83,474,21
84,475,22
85,476,34
86,477,42
87,478,26
88,479,25
89,480,20
90,481,19
91,482,35
92,483,28
93,484,26
94,485,38
95,486,29
96,487,37
97,488,34
98,489,37
99,490,22
100,877,38
101,878,43
102,879,36
103,880,36
104,881,40
105,882,37
106,883,39
107,884,37
108,885,40
109,886,42
110,887,34
111,888,39
112,889,40
113,890,38
114,891,38
115,892,38
116,893,38
117,894,40
118,895,42
119,896,38
120,897,40
121,898,38
122,899,42
123,900,39
124,901,28
125,902,39
126,903,37
127,904,37
128,905,36
129,906,36
130,907,38
131,908,36
132,909,36
133,910,41
134,911,39
135,912,39
136,913,40
137,914,40
138,915,40
139,916,40
140,917,40
141,918,40
142,919,32
143,920,38
144,921,40
145,1184,6
146,1185,3
147,1186,6
148,1187,6
149,1188,6
150,1189,6
151,1190,5
152,1191,6
153,1192,0
154,1193,5
155,1194,12
156,1195,8
157,1196,6
158,1197,3
159,1198,8
160,1199,0
161,1200,0
162,1201,24
163,1202,6
164,1203,12
165,1204,9
166,1205,0
167,1206,12
168,1207,0
169,1208,2
170,1209,6
171,1210,0
172,1211,0
173,1212,18
174,1213,8
175,1214,8
176,1215,12
177,1216,12
178,1217,0
179,1218,18
180,1219,12
181,1220,15
182,1221,1
183,1222,1
184,1223,0
185,1224,4
186,1225,14
187,1226,9
188,1227,6
189,1228,18
190,1229,6
191,1230,1
192,1231,2
193,1232,6
194,1233,3
195,1234,4
196,1235,6
197,1236,6
198,1237,6
199,1238,10
200,1239,6
201,1240,8
202,1241,10
203,1242,6
204,1243,6
205,1244,7
206,1245,4
207,1246,5
208,1247,5
209,1248,6
210,1249,12
211,1250,7
212,1251,4
213,1252,6
214,1253,4
215,1254,9
216,1255,8
217,1256,6
218,1257,4
219,1258,6
220,1259,3
221,1260,5
222,1261,3
223,1262,8
224,1263,6
225,1264,4
226,1265,4
227,1266,6
228,1267,8
229,1268,4
230,1269,6
231,1270,6
232,1271,7
233,1272,12
234,1273,4
235,1274,4
236,1275,6
237,1276,7
238,1277,8
239,1278,4
240,1279,6
241,1280,6
242,1281,6
243,1282,18
244,1283,4
245,1284,6
246,1285,9
247,1286,6
248,1287,12
249,1288,8
250,1289,8
251,1290,12
252,1291,12
253,1292,8
254,1293,7
255,1294,6
256,1295,9
257,1296,9
258,1297,12
259,1298,14
260,1299,7
261,1300,6
262,1301,8
263,1302,8
264,1303,9
265,1304,12
266,1305,6
267,1306,9
268,1307,6
269,1308,6
270,1309,6
271,1310,6
272,1311,12
273,1312,12
274,1313,8
275,1314,8
276,1315,6
277,1316,8
278,1317,4
279,1318,6
280,1319,8
281,1320,7
282,1321,18
283,1322,8
284,1323,5
285,1324,6
286,1325,14
287,1326,8
288,1327,4
289,1328,8
290,1329,8
291,1330,6
292,1331,3
293,1332,4
294,1333,7
295,1334,10
296,1335,18
297,1336,11
298,1337,12
299,1338,12
300,1339,12
301,1340,8
302,1341,8
303,1342,7
304,1343,6
305,1344,10
306,1345,10
307,1346,7
308,1347,12
309,1348,12
310,1349,4
311,1350,12
312,1351,10
313,1352,12
314,1353,8
315,1354,6
316,1355,11
317,1356,6
318,1357,6
319,1358,6
320,1359,7
321,1360,12
322,1361,12
323,1362,6
324,1363,6
325,1364,6
326,1365,8
327,1366,12
328,1367,6
329,1368,7
330,1369,7
331,1370,12
332,1371,4
333,1372,5
334,1373,6
335,1374,9
336,1375,12
337,1376,6
338,1377,12
339,1378,7
340,1379,6
341,1380,12
342,1381,12
343,1382,12
344,1383,12
345,1384,60
346,1385,5
347,1386,12
348,1387,12
349,1388,18
350,1389,24
351,1390,12
352,1391,12
353,1392,12
354,1393,7
355,1394,18
356,1395,18
357,1396,12
358,1397,12
359,1398,12
360,1399,12
361,1400,24
362,1401,12
363,1402,2
364,1403,12
365,1404,3
366,1405,6
367,1406,12
368,1407,12
369,1408,15
370,1409,9
371,1410,18
372,1411,12
373,1412,12
374,1413,6
375,1414,18
376,1415,12
377,1416,24
378,1417,12
379,1418,12
380,1419,60
381,1420,9
382,1421,15
383,1422,18
384,1423,18
385,1424,60
386,1425,12
387,1426,6
388,1427,3
389,1428,4
390,1429,7
391,1430,7
392,1431,12
393,1432,6
394,1433,8
395,1434,12
396,1435,12
397,1436,5
398,1437,6
399,1438,8
400,1439,8
401,1440,6
402,1441,9
403,1442,9
404,1443,8
405,1444,8
406,1445,7
407,1446,12
408,1447,12
409,1448,6
410,1449,6
411,1450,4
412,1451,6
413,1452,6
414,1453,7
415,1454,6
416,1455,6
417,1456,8
418,1457,12
419,1458,3
420,1459,3
421,1460,6
422,1461,8
423,1462,12
424,1463,18
425,1464,6
426,1465,12
427,1466,12
428,1467,5
429,1468,4
430,1469,6
431,1470,20
432,1471,8
433,1472,4
434,1473,6
435,1474,18
436,1475,24
437,1476,12
438,1477,12
439,1478,18
440,1479,48
441,1480,18
442,1481,48
443,1482,24
444,1483,36
445,1484,18
446,1485,12
447,1486,48
448,1487,12
449,1488,12
450,1489,18
451,1490,24
452,1491,18
453,1492,12
454,1493,18
455,1494,18
456,1495,8
457,1496,16
458,1497,24
459,1498,12
460,1499,24
461,1500,48
462,1501,12
463,1502,24
464,1503,12
465,1504,14
466,1505,12
467,1506,12
468,1507,18
469,1508,7
470,1509,18
471,1510,18
472,1511,18
473,1512,6
474,1513,36
475,1514,18
476,1515,24
477,1516,12
478,1517,24
479,1518,48
480,1519,24
481,1520,12
482,1521,12
483,1522,18
484,1523,36
485,1524,12
486,1525,18
487,1526,18
488,1527,12
489,1528,12
490,1529,12
491,1530,10
492,1531,24
493,1532,8
494,1533,18
495,1534,24
496,1535,48
497,1536,24
498,1537,7
499,1538,18
500,1539,24
501,1540,7
502,1541,16
503,1542,36
504,1543,12
505,1544,18
506,1545,18
507,1546,24
508,1547,3
509,1548,8
510,1549,24
511,1550,24
512,1551,8
513,1552,18
514,1553,18
515,1554,18
516,1555,24
517,1556,24
518,1557,14
519,1558,10
520,1559,60
521,1560,36
522,1893,45
523,1894,59
524,1895,78
525,1896,78
526,1897,69
527,1898,79
528,1899,80
529,1900,88
530,1901,62
531,1902,65
532,1903,65
533,1904,40
534,1905,61
535,1906,65
536,1907,67
537,1908,70
538,1909,65
539,1910,46
540,1911,78
541,1912,40
542,1913,77
543,1914,74
544,1915,63
545,1916,60
546,1917,60
547,1918,60
548,1919,120
549,1920,63
550,1921,70
551,1922,60
552,1923,100
553,1924,92
554,1925,109
555,1926,118
556,1927,103
557,1928,113
558,1929,100
559,1930,118
560,1931,98
561,1932,101
562,1933,102
563,1934,90
564,1935,108
565,1936,104
566,1937,109
567,1938,110
568,1939,114
569,1940,97
570,1941,118
571,1942,90
572,1943,117
573,1944,127
574,1945,116
575,1946,107
576,1947,100
577,1948,110
578,1949,80
579,1950,95
580,1951,110
581,1952,93
