4474,11,52,3,2
4475,11,52,3,3
4476,11,52,3,4
4477,11,52,3,5
4478,11,52,3,7
4479,11,52,3,8
4480,11,52,3,9
4481,11,52,3,11
4482,11,52,3,12
4483,11,52,3,13
4484,11,52,3,14
4485,11,52,3,15
4486,11,52,3,16
4487,11,52,3,17
4488,11,52,3,19
4489,11,52,3,20
4490,11,52,3,21
4491,11,52,3,22
4492,11,52,3,23
4493,11,52,3,25
4494,11,52,3,26
4495,11,52,3,27
4496,11,52,3,28
4497,11,52,3,29
4498,11,52,3,30
4499,11,52,3,31
4500,11,52,3,33
4501,11,52,3,34
4502,11,52,3,35
4503,11,52,3,36
4504,11,52,3,37
4505,11,52,3,38
4506,11,52,3,39
4507,11,52,3,40
4508,11,52,3,41
4509,11,52,3,42
4510,11,52,3,43
4511,11,52,3,44
4512,11,52,3,46
4513,11,52,3,47
4514,11,52,3,48
4515,11,52,3,49
4516,11,52,3,50
4517,11,52,3,51
4518,11,52,3,52
4519,11,52,3,53
4520,11,52,3,54
4521,11,52,3,55
4522,18,59,3,2
4523,18,59,3,3
4524,18,59,3,4
4525,18,59,3,5
4526,18,59,3,7
4527,18,59,3,8
4528,18,59,3,9
4529,18,59,3,11
4530,18,59,3,12
4531,18,59,3,13
4532,18,59,3,14
4533,18,59,3,15
4534,18,59,3,16
4535,18,59,3,17
4536,18,59,3,19
4537,18,59,3,20
4538,18,59,3,21
4539,18,59,3,22
4540,18,59,3,23
4541,18,59,3,25
4542,18,59,3,26
4543,18,59,3,27
4544,18,59,3,28
4545,18,59,3,29
4546,18,59,3,30
4547,18,59,3,31
4548,18,59,3,33
4549,18,59,3,34
4550,18,59,3,35
4551,18,59,3,36
4552,18,59,3,37
4553,18,59,3,38
4554,18,59,3,39
4555,18,59,3,40
4556,18,59,3,41
4557,18,59,3,42
4558,18,59,3,43
4559,18,59,3,44
4560,18,59,3,46
4561,18,59,3,47
4562,18,59,3,48
4563,18,59,3,49
4564,18,59,3,50
4565,18,59,3,51
4566,18,59,3,52
4567,18,59,3,53
4568,18,59,3,54
4569,18,59,3,55
4570,21,62,3,2
4571,21,62,3,3
4572,21,62,3,4
4573,21,62,3,5
4574,21,62,3,7
4575,21,62,3,8
4576,21,62,3,9
4577,21,62,3,11
4578,21,62,3,12
4579,21,62,3,13
4580,21,62,3,14
4581,21,62,3,15
4582,21,62,3,16
4583,21,62,3,17
4584,21,62,3,19
4585,21,62,3,20
4586,21,62,3,21
4587,21,62,3,22
4588,21,62,3,23
4589,21,62,3,25
4590,21,62,3,26
4591,21,62,3,27
4592,21,62,3,28
4593,21,62,3,29
4594,21,62,3,30
4595,21,62,3,31
4596,21,62,3,33
4597,21,62,3,34
4598,21,62,3,35
4599,21,62,3,36
4600,21,62,3,37
4601,21,62,3,38
4602,21,62,3,39
4603,21,62,3,40
4604,21,62,3,41
4605,21,62,3,42
4606,21,62,3,43
4607,21,62,3,44
4608,21,62,3,46
4609,21,62,3,47
4610,21,62,3,48
4611,21,62,3,49
4612,21,62,3,50
4613,21,62,3,51
4614,21,62,3,52
4615,21,62,3,53
4616,21,62,3,54
4617,21,62,3,55
4618,22,63,3,2
4619,22,63,3,3
4620,22,63,3,4
4621,22,63,3,5
4622,22,63,3,7
4623,22,63,3,8
4624,22,63,3,9
4625,22,63,3,11
4626,22,63,3,12
4627,22,63,3,13
4628,22,63,3,14
4629,22,63,3,15
4630,22,63,3,16
4631,22,63,3,17
4632,22,63,3,19
4633,22,63,3,20
4634,22,63,3,21
4635,22,63,3,22
4636,22,63,3,23
4637,22,63,3,25
4638,22,63,3,26
4639,22,63,3,27
4640,22,63,3,28
4641,22,63,3,29
4642,22,63,3,30
4643,22,63,3,31
4644,22,63,3,33
4645,22,63,3,34
4646,22,63,3,35
4647,22,63,3,36
4648,22,63,3,37
4649,22,63,3,38
4650,22,63,3,39
4651,22,63,3,40
4652,22,63,3,41
4653,22,63,3,42
4654,22,63,3,43
4655,22,63,3,44
4656,22,63,3,46
4657,22,63,3,47
4658,22,63,3,48
4659,22,63,3,49
4660,22,63,3,50
4661,22,63,3,51
4662,22,63,3,52
4663,22,63,3,53
4664,22,63,3,54
4665,22,63,3,55
4666,26,69,3,4
4667,26,69,3,5
4668,26,69,3,7
4669,26,69,3,8
4670,26,69,3,9
4671,26,69,3,14
4672,26,69,3,15
4673,26,69,3,16
4674,26,69,3,17
4675,26,69,3,19
4676,26,69,3,20
4677,26,69,3,21
4678,26,69,3,22
4679,26,69,3,25
4680,26,69,3,26
4681,26,69,3,27
4682,26,69,3,28
4683,26,69,3,31
4684,26,69,3,33
4685,26,69,3,34
4686,26,69,3,35
4687,26,69,3,36
4688,26,69,3,37
4689,26,69,3,40
4690,26,69,3,41
4691,26,69,3,43
4692,26,69,3,44
4693,26,69,3,47
4694,26,69,3,50
4695,26,69,3,55
4696,32,75,3,2
4697,32,75,3,3
4698,32,75,3,4
4699,32,75,3,5
4700,32,75,3,7
4701,32,75,3,8
4702,32,75,3,9
4703,32,75,3,11
4704,32,75,3,12
4705,32,75,3,13
4706,32,75,3,14
4707,32,75,3,15
4708,32,75,3,16
4709,32,75,3,17
4710,32,75,3,19
4711,32,75,3,20
4712,32,75,3,21
4713,32,75,3,22
4714,32,75,3,23
4715,32,75,3,25
4716,32,75,3,26
4717,32,75,3,27
4718,32,75,3,28
4719,32,75,3,29
4720,32,75,3,30
4721,32,75,3,31
4722,32,75,3,33
4723,32,75,3,34
4724,32,75,3,35
4725,32,75,3,36
4726,32,75,3,37
4727,32,75,3,38
4728,32,75,3,39
4729,32,75,3,40
4730,32,75,3,41
4731,32,75,3,42
4732,32,75,3,43
4733,32,75,3,44
4734,32,75,3,46
4735,32,75,3,47
4736,32,75,3,48
4737,32,75,3,49
4738,32,75,3,50
4739,32,75,3,51
4740,32,75,3,52
4741,32,75,3,53
4742,32,75,3,54
4743,32,75,3,55
4744,34,77,3,2
4745,34,77,3,3
4746,34,77,3,4
4747,34,77,3,5
4748,34,77,3,7
4749,34,77,3,8
4750,34,77,3,9
4751,34,77,3,11
4752,34,77,3,12
4753,34,77,3,13
4754,34,77,3,14
4755,34,77,3,15
4756,34,77,3,16
4757,34,77,3,17
4758,34,77,3,19
4759,34,77,3,20
4760,34,77,3,21
4761,34,77,3,22
4762,34,77,3,23
4763,34,77,3,25
4764,34,77,3,26
4765,34,77,3,27
4766,34,77,3,28
4767,34,77,3,29
4768,34,77,3,30
4769,34,77,3,31
4770,34,77,3,33
4771,34,77,3,34
4772,34,77,3,35
4773,34,77,3,36
4774,34,77,3,38
4775,34,77,3,39
4776,34,77,3,40
4777,34,77,3,41
4778,34,77,3,42
4779,34,77,3,43
4780,34,77,3,44
4781,34,77,3,46
4782,34,77,3,47
4783,34,77,3,48
4784,34,77,3,49
4785,34,77,3,50
4786,34,77,3,51
4787,34,77,3,52
4788,34,77,3,53
4789,34,77,3,54
4790,34,77,3,55
4791,35,78,3,2
4792,35,78,3,3
4793,35,78,3,4
4794,35,78,3,5
4795,35,78,3,7
4796,35,78,3,8
4797,35,78,3,9
4798,35,78,3,11
4799,35,78,3,12
4800,35,78,3,13
4801,35,78,3,14
4802,35,78,3,15
4803,35,78,3,16
4804,35,78,3,17
4805,35,78,3,19
4806,35,78,3,20
4807,35,78,3,21
4808,35,78,3,22
4809,35,78,3,23
4810,35,78,3,25
4811,35,78,3,26
4812,35,78,3,27
4813,35,78,3,28
4814,35,78,3,29
4815,35,78,3,30
4816,35,78,3,31
4817,35,78,3,33
4818,35,78,3,34
4819,35,78,3,35
4820,35,78,3,36
4821,35,78,3,38
4822,35,78,3,39
4823,35,78,3,40
4824,35,78,3,41
4825,35,78,3,42
4826,35,78,3,43
4827,35,78,3,44
4828,35,78,3,46
4829,35,78,3,47
4830,35,78,3,48
4831,35,78,3,49
4832,35,78,3,50
4833,35,78,3,51
4834,35,78,3,52
4835,35,78,3,53
4836,35,78,3,54
4837,35,78,3,55
4838,44,87,3,8
4839,44,87,3,9
4840,44,87,3,11
4841,44,87,3,12
4842,44,87,3,13
4843,44,87,3,15
4844,44,87,3,16
4845,44,87,3,17
4846,44,87,3,19
4847,44,87,3,20
4848,44,87,3,21
4849,44,87,3,22
4850,44,87,3,23
4851,44,87,3,25
4852,44,87,3,26
4853,44,87,3,27
4854,44,87,3,28
4855,44,87,3,29
4856,44,87,3,30
4857,44,87,3,31
4858,44,87,3,33
4859,44,87,3,34
4860,44,87,3,35
4861,44,87,3,36
4862,44,87,3,37
4863,44,87,3,38
4864,44,87,3,39
4865,44,87,3,40
4866,44,87,3,41
4867,44,87,3,42
4868,44,87,3,43
4869,44,87,3,46
4870,44,87,3,47
4871,44,87,3,49
4872,44,87,3,50
4873,44,87,3,51
4874,44,87,3,52
4875,44,87,3,53
4876,44,87,3,54
4877,47,90,3,2
4878,47,90,3,3
4879,47,90,3,4
4880,47,90,3,5
4881,47,90,3,7
4882,47,90,3,8
4883,47,90,3,9
4884,47,90,3,11
4885,47,90,3,12
4886,47,90,3,13
4887,47,90,3,14
4888,47,90,3,15
4889,47,90,3,16
4890,47,90,3,17
4891,47,90,3,19
4892,47,90,3,20
4893,47,90,3,21
4894,47,90,3,22
4895,47,90,3,23
4896,47,90,3,25
4897,47,90,3,26
4898,47,90,3,27
4899,47,90,3,28
4900,47,90,3,29
4901,47,90,3,30
4902,47,90,3,31
4903,47,90,3,33
4904,47,90,3,34
4905,47,90,3,35
4906,47,90,3,36
4907,47,90,3,37
4908,47,90,3,38
4909,47,90,3,39
4910,47,90,3,40
4911,47,90,3,41
4912,47,90,3,42
4913,47,90,3,43
4914,47,90,3,44
4915,47,90,3,46
4916,47,90,3,47
4917,47,90,3,48
4918,47,90,3,49
4919,47,90,3,50
4920,47,90,3,51
4921,47,90,3,52
4922,47,90,3,53
4923,47,90,3,54
4924,48,91,3,2
4925,48,91,3,3
4926,48,91,3,4
4927,48,91,3,5
4928,48,91,3,7
4929,48,91,3,8
4930,48,91,3,9
4931,48,91,3,11
4932,48,91,3,12
4933,48,91,3,13
4934,48,91,3,14
4935,48,91,3,15
4936,48,91,3,16
4937,48,91,3,17
4938,48,91,3,19
4939,48,91,3,20
4940,48,91,3,21
4941,48,91,3,22
4942,48,91,3,23
4943,48,91,3,25
4944,48,91,3,26
4945,48,91,3,27
4946,48,91,3,28
4947,48,91,3,29
4948,48,91,3,30
4949,48,91,3,31
4950,48,91,3,33
4951,48,91,3,34
4952,48,91,3,35
4953,48,91,3,36
4954,48,91,3,37
4955,48,91,3,38
4956,48,91,3,39
4957,48,91,3,40
4958,48,91,3,41
4959,48,91,3,42
4960,48,91,3,43
4961,48,91,3,44
4962,48,91,3,46
4963,48,91,3,47
4964,48,91,3,48
4965,48,91,3,49
4966,48,91,3,50
4967,48,91,3,51
4968,48,91,3,52
4969,48,91,3,53
4970,48,91,3,54
4971,60,102,3,2
4972,60,102,3,3
4973,60,102,3,4
4974,60,102,3,5
4975,60,102,3,7
4976,60,102,3,8
4977,60,102,3,9
4978,60,102,3,11
4979,60,102,3,12
4980,60,102,3,13
4981,60,102,3,14
4982,60,102,3,15
4983,60,102,3,16
4984,60,102,3,17
4985,60,102,3,19
4986,60,102,3,20
4987,60,102,3,21
4988,60,102,3,22
4989,60,102,3,23
4990,60,102,3,25
4991,60,102,3,26
4992,60,102,3,27
4993,60,102,3,28
4994,60,102,3,29
4995,60,102,3,30
4996,60,102,3,31
4997,60,102,3,33
4998,60,102,3,34
4999,60,102,3,35
5000,60,102,3,36
5001,60,102,3,37
5002,60,102,3,38
5003,60,102,3,39
5004,60,102,3,40
5005,60,102,3,41
5006,60,102,3,42
5007,60,102,3,43
5008,60,102,3,44
5009,60,102,3,46
5010,60,102,3,47
5011,60,102,3,48
5012,60,102,3,49
5013,60,102,3,50
5014,60,102,3,51
5015,60,102,3,52
5016,60,102,3,53
5017,60,102,3,54
5018,60,102,3,55
5019,61,103,3,2
5020,61,103,3,3
5021,61,103,3,4
5022,61,103,3,5
5023,61,103,3,7
5024,61,103,3,8
5025,61,103,3,9
5026,61,103,3,11
5027,61,103,3,12
5028,61,103,3,13
5029,61,103,3,14
5030,61,103,3,15
5031,61,103,3,16
5032,61,103,3,17
5033,61,103,3,19
5034,61,103,3,20
5035,61,103,3,21
5036,61,103,3,22
5037,61,103,3,23
5038,61,103,3,25
5039,61,103,3,26
5040,61,103,3,27
5041,61,103,3,28
5042,61,103,3,29
5043,61,103,3,30
5044,61,103,3,31
5045,61,103,3,33
5046,61,103,3,34
5047,61,103,3,35
5048,61,103,3,36
5049,61,103,3,37
5050,61,103,3,38
5051,61,103,3,39
5052,61,103,3,40
5053,61,103,3,41
5054,61,103,3,42
5055,61,103,3,43
5056,61,103,3,44
5057,61,103,3,46
5058,61,103,3,47
5059,61,103,3,48
5060,61,103,3,49
5061,61,103,3,50
5062,61,103,3,51
